Country,Year,Renewables_equivalent_primary_energy,CO2,CO2_per_capita,Total_GHG,UN_Region,Region_Canonical,Renewables_grow_yoy,CO2_grow_yoy,CO2_per_renewable_unit,CO2_lag1,Renewables_lag1,CO2_lag2,Renewables_lag2
Canada,2012,27.86286,564.221,16.156,820.175,Northern America,North America,0.016174221051663107,0.0015994461407369265,20.24993127051566,563.32,27.419373,554.734,26.566547
Canada,2013,27.744926,568.854,16.118,838.992,Northern America,North America,-0.004232659533156435,0.008211321450282805,20.502992150708927,564.221,27.86286,563.32,27.419373
Canada,2014,27.025665,566.469,15.897,887.262,Northern America,North America,-0.025924055447111294,-0.004192639939246234,20.960409299826665,568.854,27.744926,564.221,27.86286
Canada,2015,27.733406,565.644,15.729,857.683,Northern America,North America,0.026187736730992617,-0.0014563903761725117,20.395763866868716,566.469,27.025665,568.854,27.744926
Canada,2016,28.45969,558.872,15.373,841.481,Northern America,North America,0.026188056382256075,-0.011972194525178503,19.637318607476047,565.644,27.733406,566.469,27.025665
Canada,2017,28.649637,569.603,15.475,855.191,Northern America,North America,0.006674246978797038,0.019201176655835317,19.881682968618414,558.872,28.45969,565.644,27.733406
Canada,2018,27.663893,579.079,15.527,829.359,Northern America,North America,-0.03440685827886747,0.01663614833489291,20.932664827759417,569.603,28.649637,558.872,28.45969
Canada,2019,27.406925,582.025,15.404,837.691,Northern America,North America,-0.009288931243335852,0.005087388767335721,21.236421087006292,579.079,27.663893,569.603,28.649637
Canada,2020,29.457256,526.582,13.795,759.515,Northern America,North America,0.07481069109358307,-0.09525879472531251,17.876138904451928,582.025,27.406925,579.079,27.663893
Canada,2021,29.113104,540.312,14.051,773.065,Northern America,North America,-0.011683097706045698,0.026073811865958252,18.559065361082762,526.582,29.457256,582.025,27.406925
Canada,2022,29.496677,550.612,14.183,810.218,Northern America,North America,0.013175269802903733,0.01906305986170942,18.66691627670466,540.312,29.113104,526.582,29.457256
Canada,2023,27.857828,549.299,13.977,800.006,Northern America,North America,-0.05556046194627273,-0.0023846192963465906,19.717940680802535,550.612,29.496677,540.312,29.113104
Chile,1992,27.186602,32.001,2.305,59.437,South America,South America,0.18108315604010783,0.035899261944839944,1.1770871549154984,30.892,23.018364,32.908,18.080673
Chile,1993,26.38023,34.098,2.418,67.821,South America,South America,-0.02966063945762698,0.06552920221243097,1.2925588594185873,32.001,27.186602,30.892,23.018364
Chile,1994,24.851076,37.975,2.653,70.186,South America,South America,-0.0579659085610702,0.11370168338318964,1.5281028475386742,34.098,26.38023,32.001,27.186602
Chile,1995,24.920815,41.563,2.861,77.856,South America,South America,0.0028062768791179415,0.09448321263989468,1.667802597948743,37.975,24.851076,34.098,26.38023
Chile,1996,21.549679,48.226,3.273,82.251,South America,South America,-0.13527390657167515,0.16031085340326734,2.237898764060476,41.563,24.920815,37.975,24.851076
Chile,1997,20.921423,55.942,3.746,96.151,South America,South America,-0.029153844936622986,0.1599966822875627,2.67390989609072,48.226,21.549679,41.563,24.920815
Chile,1998,17.19609,57.258,3.785,93.24,South America,South America,-0.1780630791700928,0.02352436452039619,3.329710416728454,55.942,20.921423,48.226,21.549679
Chile,1999,14.537981,61.408,4.009,98.107,South America,South America,-0.15457636009116027,0.07247895490586465,4.223970302341157,57.258,17.19609,55.942,20.921423
Chile,2000,18.856054,58.503,3.773,101.458,South America,South America,0.2970201295489381,-0.04730653986451283,3.102610970460734,61.408,14.537981,57.258,17.19609
Chile,2001,21.060808,52.918,3.374,97.259,South America,South America,0.11692552429050118,-0.0954651898193255,2.5126291450926286,58.503,18.856054,61.408,14.537981
Chile,2002,21.83407,54.836,3.458,95.947,South America,South America,0.03671568536211911,0.0362447560376431,2.511487780335961,52.918,21.060808,58.503,18.856054
Chile,2003,21.011951,55.1,3.438,101.261,South America,South America,-0.037653034912867867,0.004814355532861692,2.622317175592119,54.836,21.83407,52.918,21.060808
Chile,2004,18.553965,59.228,3.659,103.442,South America,South America,-0.1169803794040829,0.0749183303085299,3.192201774661103,55.1,21.011951,54.836,21.83407
Chile,2005,21.082777,61.127,3.739,106.157,South America,South America,0.13629496444560485,0.03206253798878911,2.8993808548086433,59.228,18.553965,55.1,21.011951
Chile,2006,21.91458,64.052,3.88,105.133,South America,South America,0.03945414780984491,0.04785119505292257,2.9228029923457353,61.127,21.082777,59.228,18.553965
Chile,2007,18.572256,70.476,4.227,115.177,South America,South America,-0.15251599619979028,0.10029351152188837,3.794692470317015,64.052,21.91458,61.127,21.082777
Chile,2008,20.64716,70.553,4.19,118.588,South America,South America,0.11172062241657654,0.001092570520460745,3.417080121430744,70.476,18.572256,64.052,21.91458
Chile,2009,21.975939,65.96,3.878,111.059,South America,South America,0.06435650229862122,-0.0650999957478775,3.00146446529543,70.553,20.64716,70.476,18.572256
Chile,2010,18.941454,71.348,4.153,112.641,South America,South America,-0.1380821543052153,0.08168587022437857,3.766764684485151,65.96,21.975939,70.553,20.64716
Chile,2011,17.671747,78.071,4.499,120.682,South America,South America,-0.0670332383142287,0.09422828951056794,4.417842786001859,71.348,18.941454,65.96,21.975939
Chile,2012,17.975521,79.621,4.545,123.683,South America,South America,0.017189811510995634,0.019853722893263814,4.4294126440062564,78.071,17.671747,71.348,18.941454
Chile,2013,18.024372,81.737,4.621,124.529,South America,South America,0.0027176402842510328,0.02657590334208315,4.534804319395982,79.621,17.975521,78.071,17.671747
Chile,2014,19.519339,77.59,4.343,118.326,South America,South America,0.08294141954016476,-0.05073589683986435,3.9750321463242178,81.737,18.024372,79.621,17.975521
Chile,2015,21.000135,81.782,4.531,122.149,South America,South America,0.07586301974672405,0.054027580873823755,3.89435591723577,77.59,19.519339,81.737,18.024372
Chile,2016,19.341196,84.25,4.612,123.026,South America,South America,-0.0789965874028905,0.030177789733682348,4.355987085803794,81.782,21.000135,77.59,19.519339
Chile,2017,21.426294,84.138,4.534,123.363,South America,South America,0.10780605294522627,-0.001329376854599329,3.926857346398776,84.25,19.341196,81.782,21.000135
Chile,2018,23.426443,84.439,4.469,123.185,South America,South America,0.09335020792676518,0.003577456084052244,3.6044311123118433,84.138,21.426294,84.25,19.341196
Chile,2019,22.540928,91.977,4.791,129.449,South America,South America,-0.037799805971397316,0.08927154513909463,4.080444247903192,84.439,23.426443,84.138,21.426294
Chile,2020,24.873665,80.178,4.139,115.991,South America,South America,0.10348895129783475,-0.12828207051762952,3.223409175929643,91.977,22.540928,84.439,23.426443
Chile,2021,23.421082,83.655,4.3,117.503,South America,South America,-0.05839843062934236,0.04336601062635648,3.5717820380800513,80.178,24.873665,91.977,22.540928
Chile,2022,26.07927,82.537,4.221,115.855,South America,South America,0.11349552509999339,-0.013364413364413297,3.164850856638242,83.655,23.421082,80.178,24.873665
Chile,2023,30.346954,77.288,3.931,107.988,South America,South America,0.16364277067571287,-0.06359572070707697,2.546812441209091,82.537,26.07927,83.655,23.421082
China,1992,4.1569242,2730.788,2.305,4440.297,Eastern Asia,Asia,-0.0026807910946431424,0.04784628041330796,656.9251371001666,2606.096,4.168098,2484.855,4.450452
China,1993,4.4829965,2921.651,2.44,4595.828,Eastern Asia,Asia,0.0784407615611562,0.06989301256633618,651.7183317006828,2730.788,4.1569242,2606.096,4.168098
China,1994,4.667642,3103.739,2.567,4897.836,Eastern Asia,Asia,0.04118796434483052,0.06232366562604508,664.9479544489487,2921.651,4.4829965,2730.788,4.1569242
China,1995,5.2390656,3361.637,2.755,5172.046,Eastern Asia,Asia,0.12242232801915831,0.083092682728799,641.6481977244187,3103.739,4.667642,2921.651,4.4829965
China,1996,4.848928,3508.818,2.851,5353.583,Eastern Asia,Asia,-0.07446701946240186,0.043782538090817,723.6275729398334,3361.637,5.2390656,3103.739,4.667642
China,1997,5.0568953,3515.594,2.833,5312.637,Eastern Asia,Asia,0.04288933553973173,0.001931134644202137,695.2079866079094,3508.818,4.848928,3361.637,5.2390656
China,1998,5.1190677,3364.587,2.69,5180.109,Eastern Asia,Asia,0.012294579245095472,-0.042953480976472225,657.2655798242324,3515.594,5.0568953,3508.818,4.848928
China,1999,4.8925734,3557.275,2.823,5332.926,Eastern Asia,Asia,-0.04424522457477964,0.05726943604073842,727.0764706360869,3364.587,5.1190677,3515.594,5.0568953
China,2000,5.3356876,3649.227,2.874,5307.824,Eastern Asia,Asia,0.09056873832490697,0.025848999585356802,683.9281595121873,3557.275,4.8925734,3364.587,5.1190677
China,2001,6.2514067,3728.51,2.916,5318.595,Eastern Asia,Asia,0.17162157319705162,0.02172597100701057,596.4273609010273,3649.227,5.3356876,3557.275,4.8925734
China,2002,5.921867,4103.046,3.188,5664.255,Eastern Asia,Asia,-0.05271448744488194,0.10045192315428952,692.8635850822047,3728.51,6.2514067,3649.227,5.3356876
China,2003,5.001339,4841.119,3.74,6456.585,Eastern Asia,Asia,-0.15544557147264537,0.17988416410637353,967.9645790857209,4103.046,5.921867,3728.51,6.2514067
China,2004,5.289435,5217.351,4.007,6943.841,Eastern Asia,Asia,0.05760377370940062,0.07771591650608056,986.3720794375959,4841.119,5.001339,4103.046,5.921867
China,2005,5.2387414,5882.106,4.49,7667.986,Eastern Asia,Asia,-0.00958393476808006,0.12741235926047523,1122.8090014139655,5217.351,5.289435,4841.119,5.001339
China,2006,5.266756,6494.331,4.927,8351.435,Eastern Asia,Asia,0.0053475821501705045,0.10408261938836194,1233.079907252206,5882.106,5.2387414,5217.351,5.289435
China,2007,5.4065294,6983.547,5.267,8862.956,Eastern Asia,Asia,0.0265388030127085,0.075329699086788,1291.687602771567,6494.331,5.266756,5882.106,5.2387414
China,2008,6.8724213,7501.498,5.624,9405.909,Eastern Asia,Asia,0.2711336222457239,0.07416732499974588,1091.5363992600394,6983.547,5.4065294,6494.331,5.266756
China,2009,6.559855,7891.078,5.878,9828.306,Eastern Asia,Asia,-0.04548124836293144,0.05193362712354266,1202.9348209678417,7501.498,6.8724213,6983.547,5.4065294
China,2010,7.1947036,8620.576,6.378,10567.731,Eastern Asia,Asia,0.09677784036384951,0.09244592437180299,1198.1836194058083,7891.078,6.559855,7501.498,6.8724213
China,2011,6.6967645,9532.332,7.008,11587.158,Eastern Asia,Asia,-0.06920911933050322,0.10576509040695203,1423.423505485373,8620.576,7.1947036,7891.078,6.559855
China,2012,8.06756,9779.292,7.141,11785.366,Eastern Asia,Asia,0.2046951927307583,0.02590761631046834,1212.1746847869738,9532.332,6.6967645,8620.576,7.1947036
China,2013,8.473828,9956.329,7.22,11976.409,Eastern Asia,Asia,0.05035822479163454,0.01810325328254847,1174.9505654351258,9779.292,8.06756,9532.332,6.6967645
China,2014,9.689675,9990.257,7.198,12002.595,Eastern Asia,Asia,0.14348261494096892,0.0034076816866939197,1031.0208546726283,9956.329,8.473828,9779.292,8.06756
China,2015,10.27758,9863.457,7.065,11932.706,Eastern Asia,Asia,0.060673345597246575,-0.012692366172361691,959.7061759674943,9990.257,9.689675,9956.329,8.473828
China,2016,11.113145,9762.714,6.953,11690.258,Eastern Asia,Asia,0.08129978068767141,-0.010213761767299268,878.4834536038179,9863.457,10.27758,9990.257,9.689675
China,2017,11.665639,10006.343,7.085,11935.866,Eastern Asia,Asia,0.04971535960342477,0.024955048360527643,857.7620994443597,9762.714,11.113145,9863.457,10.27758
China,2018,12.224382,10332.992,7.282,12279.784,Eastern Asia,Asia,0.0478964761381695,0.032644193787880305,845.2772500074033,10006.343,11.665639,9762.714,11.113145
China,2019,12.785955,10713.984,7.526,12614.095,Eastern Asia,Asia,0.04593876402095409,0.0368714114943669,837.9494531304076,10332.992,12.224382,10006.343,11.665639
China,2020,13.395745,10905.693,7.647,12841.301,Eastern Asia,Asia,0.04769217473391696,0.017893343876563383,814.1161988377652,10713.984,12.785955,10332.992,12.224382
China,2021,14.195035,11447.913,8.026,13427.619,Eastern Asia,Asia,0.059667454105762685,0.049718986221233274,806.4730379319248,10905.693,13.395745,10713.984,12.785955
China,2022,15.217977,11350.538,7.964,13403.84,Eastern Asia,Asia,0.07206336581769612,-0.008505917192068058,745.8637899111033,11447.913,14.195035,10905.693,13.395745
China,2023,15.505326,11902.503,8.367,13968.915,Eastern Asia,Asia,0.018882207536520923,0.048628972476899346,767.6396484665979,11350.538,15.217977,11447.913,14.195035
Colombia,1992,23.80165,61.495,1.821,182.73,South America,South America,-0.2229458626694465,0.08544851202033388,2.583644411206786,56.654,30.63062,56.898,31.201069
Colombia,1993,27.368816,63.338,1.839,196.317,South America,South America,0.1498705341856552,0.02996991625335399,2.3142396806643006,61.495,23.80165,56.654,30.63062
Colombia,1994,29.116013,67.037,1.908,214.696,South America,South America,0.06383896913918385,0.058400959929268526,2.3024100174704554,63.338,27.368816,61.495,23.80165
Colombia,1995,28.41556,59.421,1.66,238.933,South America,South America,-0.024057311693053585,-0.11360890254635514,2.0911430216402564,67.037,29.116013,63.338,27.368816
Colombia,1996,30.151009,59.913,1.643,243.045,South America,South America,0.061073897540643296,0.008279901045085136,1.9870976788869652,59.421,28.41556,67.037,29.116013
Colombia,1997,26.431786,65.256,1.758,290.055,South America,South America,-0.12335318529472761,0.0891793099994993,2.46884565424372,59.913,30.151009,59.421,28.41556
Colombia,1998,25.56455,65.799,1.741,287.985,South America,South America,-0.03281034433314489,0.008321073924236977,2.5738375993318874,65.256,26.431786,59.913,30.151009
Colombia,1999,29.999926,55.476,1.443,240.575,South America,South America,0.17349712785869498,-0.15688688277937368,1.8492045613712513,65.799,25.56455,65.256,26.431786
Colombia,2000,28.239262,56.591,1.448,192.686,South America,South America,-0.05868894476606368,0.020098781455043735,2.003982965277209,55.476,29.999926,65.799,25.56455
Colombia,2001,28.57212,56.848,1.432,179.495,South America,South America,0.01178706440699484,0.004541358166492815,1.989631850909208,56.591,28.239262,55.476,29.999926
Colombia,2002,30.439077,55.901,1.386,226.236,South America,South America,0.06534191372568787,-0.016658457641429703,1.8364880117751272,56.848,28.57212,56.591,28.239262
Colombia,2003,31.6404,57.378,1.402,323.132,South America,South America,0.03946647265289949,0.026421709808411187,1.8134410437289035,55.901,30.439077,56.848,28.57212
Colombia,2004,31.689388,54.647,1.315,231.82,South America,South America,0.0015482737259959745,-0.04759663982711149,1.7244574114211355,57.378,31.6404,55.901,30.439077
Colombia,2005,32.782623,60.162,1.428,199.753,South America,South America,0.03449845733846302,0.10092045308983111,1.8351795705914073,54.647,31.689388,57.378,31.6404
Colombia,2006,30.936024,62.304,1.459,221.453,South America,South America,-0.05632859213248442,0.03560386955220918,2.0139627509986417,60.162,32.782623,54.647,31.689388
Colombia,2007,31.460014,60.491,1.399,214.085,South America,South America,0.016937858594886057,-0.029099255264509516,1.922789989858237,62.304,30.936024,60.162,32.782623
Colombia,2008,31.2667,66.964,1.53,195.969,South America,South America,-0.006144752510281792,0.10700765403117818,2.141703473663674,60.491,31.460014,62.304,30.936024
Colombia,2009,28.770914,72.461,1.637,204.2,South America,South America,-0.07982249485874748,0.0820888835792366,2.518550505555715,66.964,31.2667,60.491,31.460014
Colombia,2010,27.403812,76.266,1.703,204.719,South America,South America,-0.047516808120868226,0.052511005920426346,2.783043468551018,72.461,28.770914,66.964,31.2667
Colombia,2011,31.370747,76.224,1.684,307.045,South America,South America,0.14475851023937847,-0.0005507041145464964,2.4297795650196026,76.266,27.403812,72.461,28.770914
Colombia,2012,29.02311,80.255,1.756,465.526,South America,South America,-0.07483522786371655,0.05288360621326604,2.7652102066249964,76.224,31.370747,76.266,27.403812
Colombia,2013,26.266777,88.105,1.909,311.121,South America,South America,-0.09497028402538521,0.09781322036010232,3.3542371795367205,80.255,29.02311,76.224,31.370747
Colombia,2014,25.307676,94.078,2.02,272.186,South America,South America,-0.036513844085248826,0.06779410930140162,3.7173701765424845,88.105,26.266777,80.255,29.02311
Colombia,2015,25.544643,98.064,2.088,264.61,South America,South America,0.009363443723556353,0.042369097982525084,3.8389262280940857,94.078,25.307676,88.105,26.266777
Colombia,2016,24.362503,94.208,1.986,236.426,South America,South America,-0.046277413232981957,-0.03932125958557675,3.866926152866969,98.064,25.544643,94.078,25.307676
Colombia,2017,28.787233,86.61,1.799,310.284,South America,South America,0.18162050098054383,-0.08065132472826086,3.008625386121688,94.208,24.362503,98.064,25.544643
Colombia,2018,27.908209,86.731,1.769,295.66,South America,South America,-0.030535202879693246,0.0013970673132432943,3.107723609207599,86.61,28.787233,94.208,24.362503
Colombia,2019,26.753754,94.498,1.893,267.305,South America,South America,-0.041366144276761,0.08955275507027483,3.5321398260595505,86.731,27.908209,86.61,28.787233
Colombia,2020,27.110657,89.732,1.772,241.827,South America,South America,0.01334029609452192,-0.050434929839785037,3.309842325104847,94.498,26.753754,86.731,27.908209
Colombia,2021,29.665802,94.323,1.843,250.163,South America,South America,0.09424873030557679,0.05116346453884901,3.1795196367858183,89.732,27.110657,94.498,26.753754
Colombia,2022,28.383904,98.293,1.9,251.261,South America,South America,-0.04321130438341081,0.042089416155126624,3.4629838094153644,94.323,29.665802,89.732,27.110657
Colombia,2023,27.397959,105.239,2.011,259.002,South America,South America,-0.03473606026852405,0.07066627328497455,3.8411255378548455,98.293,28.383904,94.323,29.665802
Croatia,1992,15.173098,16.375,3.424,25.643,Southern Europe,Europe,-0.18311496125003013,-0.0363679162007885,1.079212696049284,16.993,18.574337,22.874,10.902699
Croatia,1993,15.263619,16.808,3.554,25.855,Southern Europe,Europe,0.005965887783760504,0.026442748091602963,1.1011805260600385,16.375,15.173098,16.993,18.574337
Croatia,1994,18.018705,16.052,3.433,26.291,Southern Europe,Europe,0.18050018151003377,-0.04497858162779633,0.8908520340390721,16.808,15.263619,16.375,15.173098
Croatia,1995,18.212101,16.811,3.639,21.035,Southern Europe,Europe,0.010733068774920307,0.04728382756042859,0.9230675801764991,16.052,18.018705,16.808,15.263619
Croatia,1996,23.55773,17.336,3.8,21.579,Southern Europe,Europe,0.29352072009703867,0.031229552078995804,0.7358943327731492,16.811,18.212101,16.052,18.018705
Croatia,1997,17.617416,18.567,4.122,28.044,Southern Europe,Europe,-0.25215986429931925,0.07100830641439781,1.053900299567201,17.336,23.55773,16.811,18.212101
Croatia,1998,17.157148,19.039,4.283,26.906,Southern Europe,Europe,-0.026125738303505952,0.025421446652663438,1.1096832643747085,18.567,17.617416,17.336,23.55773
Croatia,1999,20.219551,20.081,4.579,19.426,Southern Europe,Europe,0.17849137863705544,0.05472976521876127,0.9931476717756987,19.039,17.157148,18.567,17.617416
Croatia,2000,18.793608,19.652,4.543,18.324,Southern Europe,Europe,-0.07052298045589633,-0.02136347791444637,1.0456746783268014,20.081,20.219551,19.039,17.157148
Croatia,2001,19.78455,20.776,4.83,18.888,Southern Europe,Europe,0.05272760823786471,0.05719519641766735,1.05011233513019,19.652,18.793608,20.081,20.219551
Croatia,2002,15.939727,21.916,5.09,20.197,Southern Europe,Europe,-0.19433461969061716,0.05487100500577591,1.3749294451529817,20.776,19.78455,19.652,18.793608
Croatia,2003,14.114472,23.227,5.393,21.514,Southern Europe,Europe,-0.11450980308508418,0.05981931009308261,1.6456159323565205,21.916,15.939727,20.776,19.78455
Croatia,2004,18.937948,22.855,5.303,22.848,Southern Europe,Europe,0.34173974060099455,-0.016015843630257875,1.2068361366289526,23.227,14.114472,21.916,15.939727
Croatia,2005,17.569077,23.298,5.401,22.855,Southern Europe,Europe,-0.0722819072055747,0.01938306716254634,1.3260799073280856,22.855,18.937948,23.227,14.114472
Croatia,2006,16.644176,23.499,5.445,23.779,Southern Europe,Europe,-0.05264368754260673,0.008627349987123445,1.4118452003872104,23.298,17.569077,22.855,18.937948
Croatia,2007,11.745396,24.805,5.747,30.062,Southern Europe,Europe,-0.29432397254150655,0.055576833056725894,2.111891331718403,23.499,16.644176,23.298,17.569077
Croatia,2008,14.469628,23.52,5.451,25.997,Southern Europe,Europe,0.23194041307760083,-0.0518040717597259,1.625473716394091,24.805,11.745396,23.499,16.644176
Croatia,2009,18.758879,21.756,5.047,24.182,Southern Europe,Europe,0.29643132497946745,-0.07499999999999996,1.1597707944062117,23.52,14.469628,24.805,11.745396
Croatia,2010,22.715929,20.986,4.879,23.416,Southern Europe,Europe,0.2109427754185098,-0.035392535392535396,0.923845113268315,21.756,18.758879,23.52,14.469628
Croatia,2011,14.713418,20.621,4.817,23.865,Southern Europe,Europe,-0.3522863185564631,-0.0173925474125608,1.4015098327254754,20.986,22.715929,21.756,18.758879
Croatia,2012,16.074078,19.056,4.474,30.916,Southern Europe,Europe,0.09247749231347879,-0.07589350661946548,1.1855112311885012,20.621,14.713418,20.986,22.715929
Croatia,2013,25.559444,18.406,4.339,23.147,Southern Europe,Europe,0.5901032706199385,-0.034109991603694434,0.7201252108613942,19.056,16.074078,20.621,14.713418
Croatia,2014,27.249052,17.657,4.185,22.868,Southern Europe,Europe,0.06610503733962281,-0.040693252200369345,0.6479858455259287,18.406,25.559444,19.056,16.074078
Croatia,2015,21.650604,17.803,4.255,23.5,Southern Europe,Europe,-0.20545478059199995,0.008268675312907092,0.8222865283573613,17.657,27.249052,18.406,25.559444
Croatia,2016,22.794458,18.09,4.373,22.562,Southern Europe,Europe,0.05283242906294894,0.01612087850362287,0.7936139565152197,17.803,21.650604,17.657,27.249052
Croatia,2017,19.345747,18.719,4.589,23.102,Southern Europe,Europe,-0.15129602993850522,0.03477059148700956,0.967602853485058,18.09,22.794458,17.803,21.650604
Croatia,2018,25.935795,17.703,4.398,22.215,Southern Europe,Europe,0.34064582773671126,-0.054276403654041405,0.6825701699138199,18.719,19.345747,18.09,22.794458
Croatia,2019,23.269533,17.83,4.473,23.244,Southern Europe,Europe,-0.10280240108313621,0.007173925323391561,0.7662379816560994,17.703,25.935795,18.719,19.345747
Croatia,2020,25.033134,16.882,4.27,21.561,Southern Europe,Europe,0.07579013296055415,-0.05316881660123374,0.6743861955119164,17.83,23.269533,17.703,25.935795
Croatia,2021,28.682543,17.411,4.436,21.639,Southern Europe,Europe,0.14578314485113997,0.03133514986376018,0.6070242795417409,16.882,25.033134,17.83,23.269533
Croatia,2022,25.052818,17.608,4.507,21.4,Southern Europe,Europe,-0.12654822830737156,0.011314686117971373,0.7028351062143988,17.411,28.682543,16.882,25.033134
Croatia,2023,29.586359,17.524,4.498,21.197,Southern Europe,Europe,0.18095932361780642,-0.004770558836892258,0.5922999852736188,17.608,25.052818,17.411,28.682543
Cyprus,2004,0.006551989,7.787,7.65,8.866,Southern Europe,Europe,inf,0.030435357946274832,1188.4940588270217,7.557,0.0,7.167,0.0
Cyprus,2005,0.007075224,7.958,7.68,8.536,Southern Europe,Europe,0.07985895580716007,0.02195967638371643,1124.7700426163187,7.787,0.006551989,7.557,0.0
Cyprus,2006,0.011951511,8.186,7.763,8.761,Southern Europe,Europe,0.6892060237244786,0.028650414677054536,684.9343150000029,7.958,0.007075224,7.787,0.006551989
Cyprus,2007,0.05771375,8.504,7.928,8.892,Southern Europe,Europe,3.828991915750235,0.038846811629611455,147.3479023629551,8.186,0.011951511,7.958,0.007075224
Cyprus,2008,0.58794963,8.717,7.989,9.285,Southern Europe,Europe,9.187340625067684,0.025047036688617297,14.826099984109185,8.504,0.05771375,8.186,0.011951511
Cyprus,2009,0.7729085,8.471,7.636,8.691,Southern Europe,Europe,0.3145828495546463,-0.0282207181369738,10.95990016929559,8.717,0.58794963,8.504,0.05771375
Cyprus,2010,1.0948863,8.102,7.184,8.716,Southern Europe,Europe,0.41657945280715625,-0.043560382481407145,7.399855126509483,8.471,0.7729085,8.717,0.58794963
Cyprus,2011,1.9997485,7.789,6.794,8.358,Southern Europe,Europe,0.8264439878369105,-0.038632436435448114,3.894989794966717,8.102,1.0948863,8.471,0.7729085
Cyprus,2012,2.7710598,7.264,6.233,7.675,Southern Europe,Europe,0.3857041522971516,-0.0674027474643728,2.621379733486805,7.789,1.9997485,8.102,1.0948863
Cyprus,2013,3.680128,6.584,5.561,6.991,Southern Europe,Europe,0.3280579509687953,-0.09361233480176223,1.7890682063232584,7.264,2.7710598,7.789,1.9997485
Cyprus,2014,3.3686066,6.952,5.785,8.125,Southern Europe,Europe,-0.08464961001356464,0.055893074119076624,2.0637613189975936,6.584,3.680128,7.264,2.7710598
Cyprus,2015,3.9673636,6.973,5.718,7.644,Southern Europe,Europe,0.17774619333703146,0.0030207134637514343,1.7575903554693095,6.952,3.3686066,6.584,3.680128
Cyprus,2016,3.7939315,7.375,5.961,8.58,Southern Europe,Europe,-0.043714697589099294,0.05765093933744447,1.9438938209611851,6.973,3.9673636,6.952,3.3686066
Cyprus,2017,3.750614,7.505,5.984,8.955,Southern Europe,Europe,-0.011417575673150604,0.01762711864406774,2.0010057019997256,7.375,3.7939315,6.973,3.9673636
Cyprus,2018,3.9837713,7.323,5.763,8.683,Southern Europe,Europe,0.062165101500714304,-0.024250499666888636,1.8382079312635242,7.505,3.750614,7.375,3.7939315
Cyprus,2019,4.4319463,7.344,5.708,9.18,Southern Europe,Europe,0.11250018292967767,0.0028676771814830637,1.657059788833633,7.323,3.9837713,7.505,3.750614
Cyprus,2020,6.387985,7.015,5.387,8.876,Southern Europe,Europe,0.4413498196040868,-0.044798474945533906,1.0981553651112206,7.344,4.4319463,7.323,3.9837713
Cyprus,2021,7.3875527,7.17,5.443,9.252,Southern Europe,Europe,0.15647621276505808,0.022095509622238163,0.9705514520390495,7.015,6.387985,7.344,4.4319463
Cyprus,2022,7.765375,7.198,5.406,9.524,Southern Europe,Europe,0.05114309370679693,0.003905160390516027,0.9269352735701754,7.17,7.3875527,7.015,6.387985
Cyprus,2023,9.266293,7.174,5.334,9.72,Southern Europe,Europe,0.1932833894048902,-0.003334259516532323,0.7742038806672745,7.198,7.765375,7.17,7.3875527
Czechia,1992,0.81210715,145.706,14.129,161.361,Eastern Europe,Europe,0.3335180362432595,-0.021338903702907808,179.4172111401802,148.883,0.608996,164.25,0.5908929
Czechia,1993,0.9098919,140.124,13.577,154.913,Eastern Europe,Europe,0.12040868006149186,-0.03831002155024499,154.00071151309294,145.706,0.81210715,148.883,0.608996
Czechia,1994,1.1043082,132.668,12.853,146.562,Eastern Europe,Europe,0.21366966779240482,-0.05321001398761094,120.1367516785622,140.124,0.9098919,145.706,0.81210715
Czechia,1995,1.4452564,131.622,12.764,144.388,Eastern Europe,Europe,0.3087437003546656,-0.007884342870925876,91.0717295560843,132.668,1.1043082,140.124,0.9098919
Czechia,1996,1.322692,135.019,13.114,148.519,Eastern Europe,Europe,-0.08480460629684816,0.025808755375241077,102.07894203639245,131.622,1.4452564,132.668,1.1043082
Czechia,1997,1.3793235,130.942,12.737,144.082,Eastern Europe,Europe,0.04281533418210737,-0.030195750227745677,94.93204458562478,135.019,1.322692,131.622,1.4452564
Czechia,1998,1.3100818,125.716,12.247,138.363,Eastern Europe,Europe,-0.05019975371984875,-0.03991080020161608,95.9604201813963,130.942,1.3793235,135.019,1.322692
Czechia,1999,1.628961,116.672,11.381,128.5,Eastern Europe,Europe,0.24340403782420306,-0.07193992809188965,71.62356864283429,125.716,1.3100818,130.942,1.3793235
Czechia,2000,1.5250733,127.236,12.429,140.006,Eastern Europe,Europe,-0.06377543722655121,0.09054443225452546,83.42943253940646,116.672,1.628961,125.716,1.3100818
Czechia,2001,1.6182144,127.145,12.426,134.903,Eastern Europe,Europe,0.061073195629351096,-0.0007152063881291637,78.5711707917072,127.236,1.5250733,116.672,1.628961
Czechia,2002,1.8836788,123.968,12.107,130.431,Eastern Europe,Europe,0.1640477306344572,-0.024987219316528364,65.81164474537803,127.145,1.6182144,127.236,1.5250733
Czechia,2003,1.1732385,127.572,12.447,133.658,Eastern Europe,Europe,-0.3771557550045156,0.029072018585441395,108.73492474036608,123.968,1.8836788,127.145,1.6182144
Czechia,2004,1.5377343,128.292,12.502,134.485,Eastern Europe,Europe,0.3106749394943995,0.00564387169598346,83.42923741767352,127.572,1.1732385,123.968,1.8836788
